,age,sqm_living,sqm_lot,distance_seattle,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,bed_2,bed_3,bed_4,bed_5,bed_6,bed_7,bathrooms_1.0,bathrooms_2.0,bathrooms_3.0,bathrooms_4.0,bathrooms_5.0,bathrooms_6.0,condition_2,condition_3,condition_4,condition_5,price
59,0.21551724137931033,0.1512953367875648,0.005727996491480998,0.2090256945350202,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,12.971540487669746
60,0.48275862068965514,0.18238341968911917,0.012548164902816083,0.17117516629711751,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.38472764187182
61,0.5258620689655172,0.09015544041450776,0.004773330409567498,0.17062736402765097,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.57418196709457
62,0.3620689655172414,0.2206217616580311,0.004948998660681023,0.18313551584713708,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13.132313708257497
63,0.008620689655172414,0.11917098445595856,0.0003174143571844377,0.46741880787791834,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.215853720491667
64,0.3103448275862069,0.1316062176165803,0.00331952419345557,0.370275205425851,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.959844447906553
65,0.7758620689655172,0.24663212435233162,0.0019923202686633885,0.3216251467327507,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.668626720622465
66,0.22413793103448276,0.24145077720207253,0.00637796902060104,0.31359071344724143,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13.790192749979985
67,0.08620689655172414,0.1917098445595855,0.002500546691712517,0.06825355419329594,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12.567237494741757
68,0.4051724137931034,0.06321243523316064,0.0069964424150386565,0.08210512586409285,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.225875272826354
69,0.43103448275862066,0.2911917098445596,0.011895769363335855,0.38479196556671447,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,14.100689500197937
70,0.3620689655172414,0.4538860103626943,0.030029578898971974,0.41801226033650707,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13.854731271117556
71,0.3793103448275862,0.09015544041450776,0.0030844921885174745,0.5381635581061693,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.691580461311874
72,0.853448275862069,0.244559585492228,0.004414119123669843,0.5175296726229294,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13.255144488638146
73,0.08620689655172414,0.20621761658031088,0.002713771603408933,0.15504108517020998,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12.793859310432293
74,0.4396551724137931,0.1450777202072539,0.030293081275642262,0.11987739663492891,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.762827201184564
75,0.25,0.3150259067357513,0.020948136068992797,0.3752836833181166,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,13.632188500836737
76,0.5086206896551724,0.14196891191709846,0.004107002560516198,0.3522368592669884,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12.84792653170257
77,0.646551724137931,0.06735751295336787,0.0027501167588117313,0.3469414373288118,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13.081541382884074
78,0.5086206896551724,0.105699481865285,0.0027501167588117313,0.5156906221468632,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.92391243868049
79,0.12068965517241378,0.3170984455958549,0.023723088683996443,0.16872309899569582,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13.487006490992238
80,0.10344827586206896,0.20310880829015543,0.0027743468624135967,0.18344854571540364,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.873902018105829
81,0.19827586206896552,0.15647668393782385,0.0032522856559603934,0.16128863962436413,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12.793859310432293
82,0.5775862068965517,0.1689119170984456,0.003755666058289149,0.2800443458980044,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.779873068457553
83,0.4482758620689655,0.13367875647668395,0.004962325217662049,0.17410982131211686,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.782686009834167
84,0.5431034482758621,0.05906735751295337,0.003703571335545138,0.5354897613147255,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.66032791780777
85,0.7758620689655172,0.18134715025906736,0.0018657179773436418,0.4230468240511282,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.753635154246187
86,0.46551724137931033,0.2352331606217617,0.004773330409567498,0.10293465501499932,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,12.628067055589549
87,0.07758620689655173,0.24663212435233162,0.003487923413488535,0.22845963218990478,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13.041153321978786
88,0.3103448275862069,0.12642487046632123,0.0009207439368708881,0.221494717620973,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.2783933071098
89,0.07758620689655173,0.06632124352331606,0.0003307409141654638,0.31429503065084125,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.721885810807203
90,0.23275862068965517,0.16476683937823833,0.004169395077291001,0.2013955914960219,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12.402872221504781
91,0.12931034482758622,0.3243523316062176,0.0035333548577420326,0.4557845311073431,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13.9108207377686
92,0.46551724137931033,0.0839378238341969,0.006045410848665436,0.1617320986044085,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.938193200374572
93,0.6551724137931034,0.12331606217616584,0.002713771603408933,0.5023477240119995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.971540487669746
94,0.6551724137931034,0.12331606217616584,0.002713771603408933,0.5023477240119995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.458835614025542
95,0.5948275862068966,0.3015544041450777,0.0058939727011537765,0.32615103691143865,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13.715690222682063
96,0.4224137931034483,0.16269430051813472,0.009183815017697062,0.07781400808660492,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.419165860990882
97,0.3448275862068966,0.07979274611398965,0.0035618252294742246,0.196869701317334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,12.201060103706629
98,0.3017241379310345,0.14715025906735751,0.02500546691712517,0.24160688665710184,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.65714826489039
99,0.19827586206896552,0.2,0.022005174338624176,0.5027520542585104,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.988831984779805
100,0.9051724137931034,0.1740932642487047,0.0077057786979832675,0.4172166427546628,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13.653967622617456
101,0.7413793103448276,0.16476683937823833,0.0017918161613579519,0.48453110734315896,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.226723392728571
102,0.27586206896551724,0.18652849740932645,0.06485974707406354,0.6022172949002217,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.458764182902971
103,0.5603448275862069,0.2621761658031088,0.004599479416224113,0.31342115560193035,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.901688254205327
104,0.5258620689655172,0.0849740932642487,0.020231530754967624,0.10538672231642102,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.577636201962656
105,0.3275862068965517,0.20207253886010365,0.00574556331659235,0.12843354636754922,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.834681304952548
106,0.6551724137931034,0.13264248704663215,0.002111047776312529,0.5012912482065998,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.038981768465277
107,0.25862068965517243,0.08808290155440415,0.0011951498601620147,0.12431198643537236,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.146853285870202
108,0.21551724137931033,0.2849740932642487,0.016668494020313306,0.5411242989435241,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,13.42984807715229
109,0.6293103448275862,0.1699481865284974,0.00716120711953134,0.4098082692056867,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,13.060487973686241
110,0.2672413793103448,0.1989637305699482,0.005514771579784582,0.28766140602582496,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13.30092788532057
111,0.9568965517241379,0.09015544041450776,0.0017009532728509563,0.48359201773835925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13.253391639810733
112,0.3017241379310345,0.11917098445595856,0.007317491287763374,0.1599191339506978,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.515393893085436
113,0.3793103448275862,0.17512953367875647,0.0033007458631641243,0.2813747228381374,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.706696406811568
114,0.12068965517241378,0.29430051813471503,0.009480633786819915,0.08383983305073692,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13.081541382884074
115,0.9913793103448276,0.4134715025906736,0.0035315375999718924,0.5112560323464197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.51508091268999
116,0.04310344827586207,0.12435233160621761,0.0003525480074071426,0.48312247293595934,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.158695306651719
117,0.603448275862069,0.050777202072538864,0.0037920112136919466,0.20318247032737705,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.232836282799388
118,0.5689655172413793,0.122279792746114,0.0055002335176234625,0.21721664275466285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12.054086288532291
119,0.7844827586206896,0.12642487046632123,0.00149136287669482,0.3355941046041476,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,13.190022025878143
120,0.4482758620689655,0.20829015544041452,0.003606650921137676,0.6196165384113733,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.399995114002609
121,0.24137931034482757,0.10984455958549225,0.005216741305481636,0.5280031302986826,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.877740794412995
122,0.5431034482758621,0.039378238341968914,0.00331952419345557,0.5124429372635972,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.886641043883259
123,0.7844827586206896,0.17720207253886008,0.0023503200493809506,0.24840224338072253,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13.005829561148378
124,0.21551724137931033,0.261139896373057,0.005866108082011631,0.4801486891874266,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.554145793829866
125,0.8793103448275862,0.244559585492228,0.010460741477515372,0.361184296334942,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,14.187074114396758
126,0.41379310344827586,0.17720207253886008,0.004652785644148218,0.21381244293726356,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.005829561148378
127,0.3189655172413793,0.183419689119171,0.005022294724076666,0.20236076692317725,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12.468436909997665
128,0.7672413793103449,0.2,0.0026895414998070674,0.47626190165644966,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,13.620103761621664
129,0.10344827586206896,0.1740932642487047,0.0022958023162767535,0.41625146732750745,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12.971540487669746
130,0.25862068965517243,0.0694300518134715,0.004455310299793014,0.1313682013825486,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.26434155365415
131,0.25862068965517243,0.16787564766839377,0.005502050775393602,0.28173992435111517,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13.400752402944518
132,0.22413793103448276,0.3689119170984456,0.06697079485037609,0.4961392982913786,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.572164299332545
133,0.008620689655172414,0.16787564766839377,0.0010703648266124073,0.3326464066779705,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.024190303426474
134,0.09482758620689655,0.18134715025906736,0.0010649130533019876,0.4818573105517151,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,13.422467969854667
135,0.5086206896551724,0.09637305699481866,0.010219046194086763,0.11030389983044216,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.201060103706629
136,0.4051724137931034,0.1689119170984456,0.004434108959141382,0.10950828224859789,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12.301382825334498
137,0.4051724137931034,0.227979274611399,0.005743746058822211,0.5893439415677579,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,13.021437458814368
138,0.29310344827586204,0.08290155440414507,0.0023745501529828165,0.5128081387765748,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.854483932248728
139,0.008620689655172414,0.08082901554404145,0.0004415936381439983,0.4806182339898265,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.161487932088379
140,0.7758620689655172,0.07461139896373059,0.0016234169413249868,0.4205425851049954,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13.407542319637992
141,0.4051724137931034,0.2518134715025907,0.005363939184862969,0.3052302073822877,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,13.17628321939376
142,0.46551724137931033,0.12642487046632123,0.004881760123185846,0.13422459893048128,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.230765258120545
143,0.8017241379310345,0.0694300518134715,0.004589787374783367,0.5286031042128603,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.948009990259552
144,0.47413793103448276,0.1699481865284974,0.004844203462602955,0.268018781792096,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,13.122363377404328
145,0.1810344827586207,0.3398963730569948,0.1907236259865438,0.5712403808530064,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,13.733758056092014
146,0.9482758620689655,0.22383419689119172,0.002108019013362296,0.4208817007956176,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13.698976741708323
147,0.06896551724137931,0.21036269430051813,0.03662622460457985,0.3403156384505021,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.971540487669746
148,0.47413793103448276,0.19378238341968912,0.0072569160287587085,0.09342637276640145,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12.460714863903755
